timestamp,elapsed_sec,source,linear_m_s,angular_rad_s,direction,odom_x,odom_y
1774506237.4842,25.6333,cmd_vel,0.000000,0.000000,stop,,
1774506237.5355,25.6846,cmd_vel,0.000000,0.000000,stop,,
1774506237.5867,25.7357,cmd_vel,0.000000,0.000000,stop,,
1774506237.6376,25.7866,cmd_vel,0.000000,0.000000,stop,,
1774506237.6887,25.8378,cmd_vel,0.010000,-0.100000,forward,,
1774506237.7400,25.8890,cmd_vel,0.010000,-0.100000,forward,,
1774506237.7908,25.9398,cmd_vel,0.010000,-0.100000,forward,,
1774506237.8413,25.9904,cmd_vel,0.010000,-0.100000,forward,,
1774506237.8922,26.0413,cmd_vel,0.010000,-0.100000,forward,,
1774506237.9434,26.0925,cmd_vel,0.010000,-0.100000,forward,,
1774506237.9940,26.1431,cmd_vel,0.010000,-0.100000,forward,,
1774506238.0445,26.1935,cmd_vel,0.010000,-0.100000,forward,,
1774506238.0957,26.2447,cmd_vel,0.010000,-0.100000,forward,,
1774506238.1468,26.2959,cmd_vel,0.010000,-0.100000,forward,,
1774506238.1982,26.3473,cmd_vel,0.010000,-0.100000,forward,,
1774506238.2487,26.3977,cmd_vel,0.010000,-0.100000,forward,,
1774506238.2994,26.4484,cmd_vel,0.010000,-0.100000,forward,,
1774506238.3508,26.4999,cmd_vel,0.010000,-0.100000,forward,,
1774506238.4015,26.5506,cmd_vel,0.010000,-0.100000,forward,,
1774506238.4522,26.6013,cmd_vel,0.010000,-0.100000,forward,,
1774506238.5037,26.6527,cmd_vel,0.010000,-0.100000,forward,,
1774506238.5541,26.7031,cmd_vel,0.010000,-0.100000,forward,,
1774506238.6044,26.7535,cmd_vel,0.010000,-0.100000,forward,,
1774506238.6550,26.8041,cmd_vel,0.010000,-0.100000,forward,,
1774506238.7054,26.8545,cmd_vel,0.010000,-0.100000,forward,,
1774506238.7567,26.9057,cmd_vel,0.010000,-0.100000,forward,,
1774506238.8072,26.9562,cmd_vel,0.010000,-0.100000,forward,,
1774506238.8585,27.0076,cmd_vel,0.010000,-0.100000,forward,,
1774506238.9099,27.0589,cmd_vel,0.010000,-0.100000,forward,,
1774506238.9610,27.1101,cmd_vel,0.010000,-0.100000,forward,,
1774506239.0116,27.1607,cmd_vel,0.010000,-0.100000,forward,,
1774506239.0622,27.2113,cmd_vel,0.010000,-0.100000,forward,,
1774506239.1129,27.2620,cmd_vel,0.020000,-0.100000,forward,,
1774506239.1642,27.3132,cmd_vel,0.020000,-0.100000,forward,,
1774506239.2156,27.3646,cmd_vel,0.020000,-0.100000,forward,,
1774506239.2664,27.4155,cmd_vel,0.020000,-0.100000,forward,,
1774506239.3189,27.4680,cmd_vel,0.010000,-0.100000,forward,,
1774506239.3702,27.5193,cmd_vel,0.010000,-0.100000,forward,,
1774506239.4209,27.5699,cmd_vel,0.010000,-0.100000,forward,,
1774506239.4716,27.6207,cmd_vel,0.010000,-0.100000,forward,,
1774506239.5222,27.6713,cmd_vel,0.010000,-0.100000,forward,,
1774506239.5741,27.7232,cmd_vel,0.010000,-0.100000,forward,,
1774506239.6255,27.7745,cmd_vel,0.010000,-0.100000,forward,,
1774506239.6762,27.8253,cmd_vel,0.010000,-0.100000,forward,,
1774506239.7268,27.8758,cmd_vel,0.010000,-0.100000,forward,,
1774506239.7776,27.9266,cmd_vel,0.010000,-0.100000,forward,,
1774506239.8308,27.9799,cmd_vel,0.010000,-0.100000,forward,,
1774506239.8820,28.0310,cmd_vel,0.010000,-0.100000,forward,,
1774506239.9331,28.0822,cmd_vel,0.010000,-0.100000,forward,,
1774506239.9839,28.1330,cmd_vel,0.010000,-0.100000,forward,,
1774506240.0344,28.1834,cmd_vel,0.010000,-0.100000,forward,,
1774506240.0849,28.2340,cmd_vel,0.010000,-0.100000,forward,,
1774506240.1361,28.2852,cmd_vel,0.010000,-0.100000,forward,,
1774506240.1871,28.3362,cmd_vel,0.010000,-0.100000,forward,,
