timestamp,elapsed_sec,source,linear_m_s,angular_rad_s,direction,odom_x,odom_y
1774507525.2265,23.8076,cmd_vel,0.000000,0.000000,stop,,
1774507525.2772,23.8583,cmd_vel,0.000000,0.000000,stop,,
1774507525.3280,23.9091,cmd_vel,0.000000,0.000000,stop,,
1774507525.3785,23.9596,cmd_vel,0.000000,0.000000,stop,,
1774507525.4297,24.0108,cmd_vel,0.060000,-0.100000,forward,,
1774507525.4810,24.0621,cmd_vel,0.060000,-0.100000,forward,,
1774507525.5323,24.1134,cmd_vel,0.060000,-0.100000,forward,,
1774507525.5829,24.1640,cmd_vel,0.060000,-0.100000,forward,,
1774507525.6342,24.2153,cmd_vel,0.060000,-0.100000,forward,,
1774507525.6855,24.2666,cmd_vel,0.060000,-0.100000,forward,,
1774507525.7367,24.3178,cmd_vel,0.060000,-0.100000,forward,,
1774507525.7873,24.3684,cmd_vel,0.060000,-0.100000,forward,,
1774507525.8386,24.4197,cmd_vel,0.060000,-0.100000,forward,,
1774507525.8899,24.4710,cmd_vel,0.060000,-0.100000,forward,,
1774507525.9406,24.5217,cmd_vel,0.060000,-0.100000,forward,,
1774507525.9919,24.5730,cmd_vel,0.060000,-0.100000,forward,,
1774507526.0433,24.6244,cmd_vel,0.060000,-0.100000,forward,,
1774507526.0939,24.6750,cmd_vel,0.060000,-0.100000,forward,,
1774507526.1445,24.7256,cmd_vel,0.060000,-0.100000,forward,,
1774507526.1958,24.7769,cmd_vel,0.060000,-0.100000,forward,,
1774507526.2469,24.8280,cmd_vel,0.060000,-0.100000,forward,,
1774507526.2981,24.8792,cmd_vel,0.060000,-0.100000,forward,,
1774507526.3494,24.9305,cmd_vel,0.060000,-0.100000,forward,,
1774507526.4004,24.9815,cmd_vel,0.060000,-0.100000,forward,,
1774507526.4514,25.0325,cmd_vel,0.060000,-0.100000,forward,,
1774507526.5027,25.0838,cmd_vel,0.060000,-0.100000,forward,,
1774507526.5539,25.1350,cmd_vel,0.060000,-0.100000,forward,,
1774507526.6045,25.1856,cmd_vel,0.060000,-0.100000,forward,,
1774507526.6552,25.2363,cmd_vel,0.060000,-0.100000,forward,,
1774507526.7062,25.2873,cmd_vel,0.060000,-0.100000,forward,,
1774507526.7569,25.3380,cmd_vel,0.060000,-0.100000,forward,,
1774507526.8084,25.3895,cmd_vel,0.060000,-0.100000,forward,,
1774507526.8595,25.4406,cmd_vel,0.060000,-0.100000,forward,,
1774507526.9099,25.4910,cmd_vel,0.060000,-0.100000,forward,,
1774507526.9613,25.5424,cmd_vel,0.060000,-0.100000,forward,,
1774507527.0121,25.5932,cmd_vel,0.060000,-0.100000,forward,,
1774507527.0630,25.6441,cmd_vel,0.060000,-0.100000,forward,,
1774507527.1144,25.6955,cmd_vel,0.060000,-0.100000,forward,,
1774507527.1651,25.7461,cmd_vel,0.060000,-0.100000,forward,,
1774507527.2162,25.7973,cmd_vel,0.060000,-0.100000,forward,,
1774507527.2674,25.8485,cmd_vel,0.060000,-0.100000,forward,,
1774507527.3189,25.9000,cmd_vel,0.060000,-0.100000,forward,,
1774507527.3693,25.9503,cmd_vel,0.060000,-0.100000,forward,,
1774507527.4205,26.0016,cmd_vel,0.060000,-0.100000,forward,,
1774507527.4709,26.0520,cmd_vel,0.060000,-0.100000,forward,,
1774507527.5223,26.1034,cmd_vel,0.060000,-0.100000,forward,,
1774507527.5737,26.1548,cmd_vel,0.060000,-0.100000,forward,,
1774507527.6243,26.2054,cmd_vel,0.060000,-0.100000,forward,,
1774507527.6755,26.2566,cmd_vel,0.060000,-0.100000,forward,,
1774507527.7268,26.3079,cmd_vel,0.060000,-0.100000,forward,,
1774507527.7780,26.3591,cmd_vel,0.060000,-0.100000,forward,,
1774507527.8292,26.4103,cmd_vel,0.050000,-0.089474,forward,,
1774507527.8797,26.4608,cmd_vel,0.050000,-0.089474,forward,,
1774507527.9306,26.5117,cmd_vel,0.050000,-0.089474,forward,,
