timestamp,elapsed_sec,source,linear_m_s,angular_rad_s,direction,odom_x,odom_y
1774509436.7638,30.5048,cmd_vel,0.000000,0.000000,stop,,
1774509436.8144,30.5554,cmd_vel,0.000000,0.000000,stop,,
1774509436.8652,30.6061,cmd_vel,0.000000,0.000000,stop,,
1774509436.9164,30.6574,cmd_vel,0.000000,0.000000,stop,,
1774509436.9675,30.7084,cmd_vel,0.020000,-0.030000,forward,,
1774509437.0180,30.7589,cmd_vel,0.020000,-0.030000,forward,,
1774509437.0691,30.8101,cmd_vel,0.020000,-0.030000,forward,,
1774509437.1201,30.8610,cmd_vel,0.020000,-0.030000,forward,,
1774509437.1705,30.9115,cmd_vel,0.020000,-0.030000,forward,,
1774509437.2215,30.9625,cmd_vel,0.020000,-0.030000,forward,,
1774509437.2721,31.0131,cmd_vel,0.020000,-0.030000,forward,,
1774509437.3238,31.0647,cmd_vel,0.020000,-0.030000,forward,,
1774509437.3748,31.1157,cmd_vel,0.020000,-0.030000,forward,,
1774509437.4256,31.1665,cmd_vel,0.020000,-0.030000,forward,,
1774509437.4765,31.2175,cmd_vel,0.020000,-0.030000,forward,,
1774509437.5272,31.2682,cmd_vel,0.020000,-0.030000,forward,,
1774509437.5777,31.3187,cmd_vel,0.020000,-0.030000,forward,,
1774509437.6284,31.3694,cmd_vel,0.020000,-0.030000,forward,,
1774509437.6792,31.4202,cmd_vel,0.020000,-0.030000,forward,,
1774509437.7305,31.4714,cmd_vel,0.020000,-0.030000,forward,,
1774509437.7819,31.5228,cmd_vel,0.010000,-0.030000,forward,,
1774509437.8331,31.5741,cmd_vel,0.010000,-0.030000,forward,,
1774509437.8842,31.6251,cmd_vel,0.010000,-0.030000,forward,,
1774509437.9350,31.6760,cmd_vel,0.010000,-0.030000,forward,,
1774509437.9859,31.7268,cmd_vel,0.010000,-0.030000,forward,,
1774509438.0372,31.7782,cmd_vel,0.010000,-0.030000,forward,,
1774509438.0887,31.8296,cmd_vel,0.010000,-0.030000,forward,,
1774509438.1399,31.8808,cmd_vel,0.010000,-0.030000,forward,,
1774509438.1905,31.9315,cmd_vel,0.010000,-0.030000,forward,,
1774509438.2413,31.9822,cmd_vel,0.010000,-0.030000,forward,,
1774509438.2918,32.0327,cmd_vel,0.010000,-0.030000,forward,,
1774509438.3425,32.0834,cmd_vel,0.010000,-0.030000,forward,,
1774509438.3932,32.1341,cmd_vel,0.010000,-0.030000,forward,,
