timestamp,elapsed_sec,source,linear_m_s,angular_rad_s,direction,odom_x,odom_y
1774507381.2970,40.0372,cmd_vel,0.000000,0.000000,stop,,
1774507381.3495,40.0897,cmd_vel,0.000000,0.000000,stop,,
1774507381.4004,40.1406,cmd_vel,0.000000,0.000000,stop,,
1774507381.4512,40.1914,cmd_vel,0.000000,0.000000,stop,,
1774507381.5022,40.2424,cmd_vel,0.010000,-0.100000,forward,,
1774507381.5526,40.2928,cmd_vel,0.010000,-0.100000,forward,,
1774507381.6034,40.3436,cmd_vel,0.010000,-0.100000,forward,,
1774507381.6544,40.3946,cmd_vel,0.010000,-0.100000,forward,,
1774507381.7051,40.4453,cmd_vel,0.010000,-0.100000,forward,,
1774507381.7568,40.4970,cmd_vel,0.010000,-0.100000,forward,,
1774507381.8074,40.5477,cmd_vel,0.010000,-0.100000,forward,,
1774507381.8582,40.5984,cmd_vel,0.010000,-0.100000,forward,,
1774507381.9089,40.6491,cmd_vel,0.010000,-0.100000,forward,,
1774507381.9596,40.6998,cmd_vel,0.010000,-0.100000,forward,,
1774507382.0102,40.7504,cmd_vel,0.010000,-0.100000,forward,,
1774507382.0611,40.8013,cmd_vel,0.010000,-0.100000,forward,,
1774507382.1119,40.8521,cmd_vel,0.010000,-0.100000,forward,,
1774507382.1625,40.9027,cmd_vel,0.010000,-0.100000,forward,,
1774507382.2141,40.9543,cmd_vel,0.010000,-0.100000,forward,,
1774507382.2653,41.0055,cmd_vel,0.010000,-0.100000,forward,,
1774507382.3163,41.0565,cmd_vel,0.010000,-0.100000,forward,,
1774507382.3674,41.1077,cmd_vel,0.010000,-0.100000,forward,,
1774507382.4181,41.1583,cmd_vel,0.010000,-0.100000,forward,,
1774507382.4695,41.2097,cmd_vel,0.010000,-0.100000,forward,,
1774507382.5206,41.2608,cmd_vel,0.010000,-0.100000,forward,,
1774507382.5718,41.3120,cmd_vel,0.010000,-0.100000,forward,,
1774507382.6227,41.3629,cmd_vel,0.010000,-0.100000,forward,,
1774507382.6734,41.4137,cmd_vel,0.010000,-0.100000,forward,,
1774507382.7252,41.4654,cmd_vel,0.010000,-0.100000,forward,,
1774507382.7758,41.5160,cmd_vel,0.010000,-0.100000,forward,,
1774507382.8265,41.5667,cmd_vel,0.010000,-0.100000,forward,,
1774507382.8771,41.6173,cmd_vel,0.010000,-0.100000,forward,,
1774507382.9280,41.6683,cmd_vel,0.010000,-0.100000,forward,,
1774507382.9787,41.7189,cmd_vel,0.010000,-0.100000,forward,,
1774507383.0297,41.7699,cmd_vel,0.010000,-0.100000,forward,,
1774507383.0809,41.8211,cmd_vel,0.010000,-0.100000,forward,,
1774507383.1319,41.8721,cmd_vel,0.010000,-0.100000,forward,,
1774507383.1832,41.9234,cmd_vel,0.010000,-0.100000,forward,,
1774507383.2340,41.9743,cmd_vel,0.010000,-0.100000,forward,,
1774507383.2850,42.0252,cmd_vel,0.010000,-0.100000,forward,,
1774507383.3360,42.0762,cmd_vel,0.010000,-0.100000,forward,,
1774507383.3872,42.1274,cmd_vel,0.010000,-0.100000,forward,,
1774507383.4379,42.1781,cmd_vel,0.010000,-0.100000,forward,,
1774507383.4889,42.2291,cmd_vel,0.010000,-0.100000,forward,,
1774507383.5400,42.2802,cmd_vel,0.010000,-0.100000,forward,,
1774507383.5906,42.3308,cmd_vel,0.010000,-0.100000,forward,,
1774507383.6414,42.3816,cmd_vel,0.010000,-0.100000,forward,,
1774507383.6922,42.4324,cmd_vel,0.010000,-0.100000,forward,,
1774507383.7431,42.4833,cmd_vel,0.010000,-0.100000,forward,,
1774507383.7939,42.5341,cmd_vel,0.010000,-0.100000,forward,,
1774507383.8446,42.5848,cmd_vel,0.010000,-0.100000,forward,,
1774507383.8955,42.6357,cmd_vel,0.010000,-0.100000,forward,,
1774507383.9467,42.6869,cmd_vel,0.010000,-0.100000,forward,,
1774507383.9974,42.7376,cmd_vel,0.010000,-0.100000,forward,,
1774507384.0479,42.7881,cmd_vel,0.010000,-0.100000,forward,,
