timestamp,elapsed_sec,source,linear_m_s,angular_rad_s,direction,odom_x,odom_y
1774506328.1397,25.8653,cmd_vel,0.000000,0.000000,stop,,
1774506328.1904,25.9160,cmd_vel,0.000000,0.000000,stop,,
1774506328.2416,25.9672,cmd_vel,0.000000,0.000000,stop,,
1774506328.2929,26.0184,cmd_vel,0.000000,0.000000,stop,,
1774506328.3439,26.0695,cmd_vel,0.060000,-0.100000,forward,,
1774506328.3953,26.1208,cmd_vel,0.060000,-0.100000,forward,,
1774506328.4457,26.1712,cmd_vel,0.060000,-0.100000,forward,,
1774506328.4969,26.2224,cmd_vel,0.060000,-0.100000,forward,,
1774506328.5477,26.2732,cmd_vel,0.060000,-0.100000,forward,,
1774506328.5985,26.3240,cmd_vel,0.060000,-0.100000,forward,,
1774506328.6489,26.3744,cmd_vel,0.060000,-0.100000,forward,,
1774506328.6997,26.4252,cmd_vel,0.060000,-0.100000,forward,,
1774506328.7502,26.4758,cmd_vel,0.060000,-0.100000,forward,,
1774506328.8014,26.5270,cmd_vel,0.060000,-0.100000,forward,,
1774506328.8519,26.5774,cmd_vel,0.060000,-0.100000,forward,,
1774506328.9023,26.6279,cmd_vel,0.060000,-0.100000,forward,,
1774506328.9530,26.6785,cmd_vel,0.060000,-0.100000,forward,,
1774506329.0043,26.7298,cmd_vel,0.060000,-0.100000,forward,,
1774506329.0549,26.7804,cmd_vel,0.060000,-0.100000,forward,,
1774506329.1063,26.8318,cmd_vel,0.060000,-0.100000,forward,,
1774506329.1567,26.8823,cmd_vel,0.050000,-0.078947,forward,,
1774506329.2072,26.9328,cmd_vel,0.050000,-0.078947,forward,,
1774506329.2589,26.9844,cmd_vel,0.050000,-0.078947,forward,,
1774506329.3095,27.0351,cmd_vel,0.050000,-0.078947,forward,,
1774506329.3604,27.0860,cmd_vel,0.040000,-0.068421,forward,,
1774506329.4119,27.1374,cmd_vel,0.040000,-0.068421,forward,,
1774506329.4627,27.1882,cmd_vel,0.040000,-0.068421,forward,,
1774506329.5137,27.2393,cmd_vel,0.040000,-0.068421,forward,,
1774506329.5652,27.2907,cmd_vel,0.040000,-0.068421,forward,,
1774506329.6164,27.3419,cmd_vel,0.040000,-0.068421,forward,,
1774506329.6670,27.3925,cmd_vel,0.040000,-0.068421,forward,,
1774506329.7183,27.4439,cmd_vel,0.060000,-0.057895,forward,,
1774506329.7689,27.4944,cmd_vel,0.060000,-0.057895,forward,,
1774506329.8202,27.5457,cmd_vel,0.060000,-0.057895,forward,,
1774506329.8715,27.5971,cmd_vel,0.060000,-0.057895,forward,,
1774506329.9221,27.6476,cmd_vel,0.060000,-0.100000,forward,,
1774506329.9732,27.6987,cmd_vel,0.060000,-0.100000,forward,,
1774506330.0260,27.7515,cmd_vel,0.060000,-0.100000,forward,,
1774506330.0773,27.8028,cmd_vel,0.060000,-0.100000,forward,,
1774506330.1283,27.8538,cmd_vel,0.060000,-0.100000,forward,,
1774506330.1795,27.9051,cmd_vel,0.060000,-0.100000,forward,,
1774506330.2308,27.9563,cmd_vel,0.060000,-0.100000,forward,,
1774506330.2817,28.0073,cmd_vel,0.060000,-0.100000,forward,,
1774506330.3331,28.0586,cmd_vel,0.050000,-0.100000,forward,,
1774506330.3835,28.1090,cmd_vel,0.050000,-0.100000,forward,,
1774506330.4344,28.1600,cmd_vel,0.050000,-0.100000,forward,,
1774506330.4850,28.2105,cmd_vel,0.050000,-0.100000,forward,,
1774506330.5360,28.2615,cmd_vel,0.050000,-0.100000,forward,,
1774506330.5872,28.3127,cmd_vel,0.050000,-0.100000,forward,,
1774506330.6384,28.3639,cmd_vel,0.050000,-0.100000,forward,,
1774506330.6896,28.4151,cmd_vel,0.050000,-0.100000,forward,,
1774506330.7409,28.4664,cmd_vel,0.040000,-0.100000,forward,,
1774506330.7922,28.5178,cmd_vel,0.040000,-0.100000,forward,,
1774506330.8436,28.5692,cmd_vel,0.040000,-0.100000,forward,,
1774506330.8950,28.6206,cmd_vel,0.040000,-0.100000,forward,,
1774506330.9456,28.6711,cmd_vel,0.060000,-0.100000,forward,,
1774506330.9960,28.7215,cmd_vel,0.060000,-0.100000,forward,,
1774506331.0470,28.7725,cmd_vel,0.060000,-0.100000,forward,,
1774506331.0977,28.8232,cmd_vel,0.060000,-0.100000,forward,,
1774506331.1489,28.8744,cmd_vel,0.060000,-0.100000,forward,,
1774506331.1998,28.9253,cmd_vel,0.060000,-0.100000,forward,,
1774506331.2509,28.9765,cmd_vel,0.060000,-0.100000,forward,,
1774506331.3022,29.0277,cmd_vel,0.060000,-0.100000,forward,,
1774506331.3526,29.0781,cmd_vel,0.050000,-0.089474,forward,,
1774506331.4030,29.1286,cmd_vel,0.050000,-0.089474,forward,,
1774506331.4537,29.1792,cmd_vel,0.050000,-0.089474,forward,,
1774506331.5043,29.2298,cmd_vel,0.050000,-0.089474,forward,,
1774506331.5555,29.2810,cmd_vel,0.050000,-0.100000,forward,,
1774506331.6067,29.3322,cmd_vel,0.050000,-0.100000,forward,,
1774506331.6580,29.3835,cmd_vel,0.050000,-0.100000,forward,,
1774506331.7095,29.4350,cmd_vel,0.050000,-0.100000,forward,,
1774506331.7608,29.4863,cmd_vel,0.040000,-0.100000,forward,,
1774506331.8121,29.5377,cmd_vel,0.040000,-0.100000,forward,,
1774506331.8635,29.5891,cmd_vel,0.040000,-0.100000,forward,,
