timestamp,elapsed_sec,source,linear_m_s,angular_rad_s,direction,odom_x,odom_y
1774511737.4049,30.0249,cmd_vel,0.000000,0.000000,stop,,
1774511737.4559,30.0759,cmd_vel,0.000000,0.000000,stop,,
1774511737.5067,30.1267,cmd_vel,0.000000,0.000000,stop,,
1774511737.5576,30.1776,cmd_vel,0.000000,0.000000,stop,,
1774511737.6088,30.2288,cmd_vel,0.010000,-0.100000,forward,,
1774511737.6598,30.2798,cmd_vel,0.010000,-0.100000,forward,,
1774511737.7108,30.3308,cmd_vel,0.010000,-0.100000,forward,,
1774511737.7620,30.3820,cmd_vel,0.010000,-0.100000,forward,,
1774511737.8130,30.4330,cmd_vel,0.010000,-0.100000,forward,,
1774511737.8637,30.4837,cmd_vel,0.010000,-0.100000,forward,,
1774511737.9147,30.5347,cmd_vel,0.010000,-0.100000,forward,,
1774511737.9661,30.5861,cmd_vel,0.010000,-0.100000,forward,,
1774511738.0172,30.6372,cmd_vel,0.010000,-0.100000,forward,,
1774511738.0690,30.6890,cmd_vel,0.010000,-0.100000,forward,,
1774511738.1204,30.7404,cmd_vel,0.010000,-0.100000,forward,,
1774511738.1716,30.7916,cmd_vel,0.010000,-0.100000,forward,,
1774511738.2221,30.8421,cmd_vel,0.010000,-0.100000,forward,,
1774511738.2732,30.8932,cmd_vel,0.010000,-0.100000,forward,,
1774511738.3237,30.9437,cmd_vel,0.010000,-0.100000,forward,,
1774511738.3748,30.9948,cmd_vel,0.010000,-0.100000,forward,,
1774511738.4259,31.0459,cmd_vel,0.010000,-0.100000,forward,,
1774511738.4763,31.0963,cmd_vel,0.010000,-0.100000,forward,,
1774511738.5272,31.1472,cmd_vel,0.010000,-0.100000,forward,,
1774511738.5783,31.1983,cmd_vel,0.010000,-0.100000,forward,,
1774511738.6290,31.2491,cmd_vel,0.010000,-0.100000,forward,,
1774511738.6804,31.3004,cmd_vel,0.010000,-0.100000,forward,,
1774511738.7316,31.3516,cmd_vel,0.010000,-0.100000,forward,,
1774511738.7826,31.4026,cmd_vel,0.010000,-0.100000,forward,,
1774511738.8335,31.4535,cmd_vel,0.010000,-0.100000,forward,,
1774511738.8847,31.5047,cmd_vel,0.010000,-0.100000,forward,,
1774511738.9360,31.5560,cmd_vel,0.010000,-0.100000,forward,,
1774511738.9869,31.6069,cmd_vel,0.010000,-0.100000,forward,,
1774511739.0374,31.6574,cmd_vel,0.010000,-0.100000,forward,,
1774511739.0883,31.7083,cmd_vel,0.010000,-0.100000,forward,,
1774511739.1394,31.7594,cmd_vel,0.010000,-0.100000,forward,,
1774511739.1905,31.8105,cmd_vel,0.010000,-0.100000,forward,,
1774511739.2417,31.8617,cmd_vel,0.010000,-0.100000,forward,,
1774511739.2930,31.9130,cmd_vel,0.010000,-0.100000,forward,,
1774511739.3436,31.9636,cmd_vel,0.010000,-0.100000,forward,,
1774511739.3949,32.0149,cmd_vel,0.010000,-0.100000,forward,,
1774511739.4454,32.0654,cmd_vel,0.010000,-0.100000,forward,,
1774511739.4964,32.1164,cmd_vel,0.010000,-0.100000,forward,,
1774511739.5472,32.1672,cmd_vel,0.010000,-0.100000,forward,,
1774511739.5980,32.2180,cmd_vel,0.010000,-0.100000,forward,,
1774511739.6489,32.2689,cmd_vel,0.010000,-0.100000,forward,,
1774511739.6996,32.3196,cmd_vel,0.010000,-0.100000,forward,,
1774511739.7506,32.3706,cmd_vel,0.010000,-0.100000,forward,,
1774511739.8011,32.4211,cmd_vel,0.010000,-0.100000,forward,,
1774511739.8526,32.4726,cmd_vel,0.010000,-0.100000,forward,,
1774511739.9032,32.5232,cmd_vel,0.010000,-0.100000,forward,,
1774511739.9551,32.5751,cmd_vel,0.010000,-0.100000,forward,,
1774511740.0056,32.6256,cmd_vel,0.010000,-0.100000,forward,,
1774511740.0561,32.6761,cmd_vel,0.010000,-0.100000,forward,,
1774511740.1070,32.7270,cmd_vel,0.010000,-0.100000,forward,,
1774511740.1579,32.7779,cmd_vel,0.010000,-0.100000,forward,,
1774511740.2088,32.8288,cmd_vel,0.010000,-0.100000,forward,,
1774511740.2596,32.8796,cmd_vel,0.010000,-0.100000,forward,,
1774511740.3104,32.9304,cmd_vel,0.010000,-0.100000,forward,,
1774511740.3613,32.9813,cmd_vel,0.010000,-0.100000,forward,,
1774511740.4119,33.0319,cmd_vel,0.010000,-0.100000,forward,,
1774511740.4626,33.0826,cmd_vel,0.010000,-0.100000,forward,,
1774511740.5135,33.1335,cmd_vel,0.010000,-0.100000,forward,,
1774511740.5642,33.1842,cmd_vel,0.010000,-0.100000,forward,,
1774511740.6153,33.2353,cmd_vel,0.010000,-0.100000,forward,,
1774511740.6663,33.2864,cmd_vel,0.010000,-0.100000,forward,,
1774511740.7172,33.3372,cmd_vel,0.010000,-0.100000,forward,,
1774511740.7680,33.3880,cmd_vel,0.010000,-0.100000,forward,,
1774511740.8187,33.4387,cmd_vel,0.010000,-0.100000,forward,,
1774511740.8706,33.4906,cmd_vel,0.010000,-0.100000,forward,,
1774511740.9215,33.5415,cmd_vel,0.010000,-0.100000,forward,,
1774511740.9725,33.5925,cmd_vel,0.010000,-0.100000,forward,,
1774511741.0245,33.6445,cmd_vel,0.010000,-0.100000,forward,,
1774511741.0757,33.6957,cmd_vel,0.010000,-0.100000,forward,,
1774511741.1265,33.7465,cmd_vel,0.010000,-0.100000,forward,,
1774511741.1773,33.7973,cmd_vel,0.010000,-0.100000,forward,,
1774511741.2283,33.8483,cmd_vel,0.010000,-0.100000,forward,,
1774511741.2788,33.8988,cmd_vel,0.010000,-0.100000,forward,,
1774511741.3301,33.9501,cmd_vel,0.010000,-0.100000,forward,,
1774511741.3808,34.0008,cmd_vel,0.010000,-0.100000,forward,,
